%eval_id             x1             x2       cd       cl   		nlc_cl
2.000000000000000e+00	1.000000000000000e+00	0.00432353	0.22182	0.22182
1.000000000000000e+00	1.000000000000000e+00	0.00343093	0.102228	0.102228
6.000000000000000e+00	1.000000000000000e+00	0.0104016	0.6581	0.6581
3.000000000000000e+00	1.000000000000000e+00	0.00549181	0.326371	0.326371
7.000000000000000e+00	1.000000000000000e+00	0.0121159	0.755995	0.755995
5.000000000000000e+00	1.000000000000000e+00	0.00842976	0.554295	0.554295
4.000000000000000e+00	1.000000000000000e+00	0.00724285	0.432367	0.432367
8.000000000000000e+00	1.000000000000000e+00	0.00918093	0.848627	0.848627
4.000000000000000e+00	2.000000000000000e+00	0.00497989	0.449084	0.449084
1.000000000000000e+00	2.000000000000000e+00	0.00343527	0.104693	0.104693
2.000000000000000e+00	2.000000000000000e+00	0.00354161	0.224147	0.224147
9.000000000000000e+00	1.000000000000000e+00	0.0136804	0.920945	0.920945
5.000000000000000e+00	2.000000000000000e+00	0.00584737	0.573669	0.573669
3.000000000000000e+00	2.000000000000000e+00	0.00455951	0.341526	0.341526
7.000000000000000e+00	2.000000000000000e+00	0.00774477	0.794061	0.794061
6.000000000000000e+00	2.000000000000000e+00	0.00751708	0.679554	0.679554
2.000000000000000e+00	3.000000000000000e+00	0.00349389	0.230064	0.230064
1.000000000000000e+00	3.000000000000000e+00	0.00330928	0.122182	0.122182
8.000000000000000e+00	2.000000000000000e+00	0.0100407	0.904733	0.904733
9.000000000000000e+00	2.000000000000000e+00	0.011366	1.00325	1.00325
3.000000000000000e+00	3.000000000000000e+00	0.00369192	0.353921	0.353921
4.000000000000000e+00	3.000000000000000e+00	0.0044245	0.478425	0.478425
6.000000000000000e+00	3.000000000000000e+00	0.00569736	0.718827	0.718827
5.000000000000000e+00	3.000000000000000e+00	0.00487059	0.602683	0.602683
7.000000000000000e+00	3.000000000000000e+00	0.00667972	0.833834	0.833834
8.000000000000000e+00	3.000000000000000e+00	0.0070585	0.953684	0.953684
1.000000000000000e+00	4.000000000000000e+00	0.00346197	0.125163	0.125163
3.000000000000000e+00	4.000000000000000e+00	0.00400042	0.378654	0.378654
2.000000000000000e+00	4.000000000000000e+00	0.00360785	0.252441	0.252441
4.000000000000000e+00	4.000000000000000e+00	0.00422192	0.52185	0.52185
5.000000000000000e+00	4.000000000000000e+00	0.00487213	0.646308	0.646308
6.000000000000000e+00	4.000000000000000e+00	0.00534382	0.770984	0.770984
1.000000000000000e+00	5.000000000000000e+00	0.00344286	0.142536	0.142536
7.000000000000000e+00	4.000000000000000e+00	0.00568	0.891922	0.891922
8.000000000000000e+00	4.000000000000000e+00	0.0062713	1.017	1.017
2.000000000000000e+00	5.000000000000000e+00	0.00362042	0.279442	0.279442
3.000000000000000e+00	5.000000000000000e+00	0.00378223	0.415716	0.415716
5.000000000000000e+00	5.000000000000000e+00	0.00455098	0.706423	0.706423
4.000000000000000e+00	5.000000000000000e+00	0.00422861	0.56097	0.56097
6.000000000000000e+00	5.000000000000000e+00	0.00536255	0.830914	0.830914
8.000000000000000e+00	5.000000000000000e+00	0.00602901	1.09566	1.09566
7.000000000000000e+00	5.000000000000000e+00	0.00592538	0.956022	0.956022
1.000000000000000e+00	6.000000000000000e+00	0.00377329	0.152547	0.152547
2.000000000000000e+00	6.000000000000000e+00	0.00368667	0.308784	0.308784
3.000000000000000e+00	6.000000000000000e+00	0.00401253	0.469694	0.469694
4.000000000000000e+00	6.000000000000000e+00	0.00441898	0.631926	0.631926
5.000000000000000e+00	6.000000000000000e+00	0.0049988	0.765736	0.765736
7.000000000000000e+00	6.000000000000000e+00	0.00591507	1.0697	1.0697
8.000000000000000e+00	6.000000000000000e+00	0.00672341	1.22266	1.22266

