%eval_id interface             x1         banana       obj_fn_1       obj_fn_2 
401          NO_ID    1.743725328     3.99605465     -0.0342801     -0.0342801 
402          NO_ID   -1.761056993    4.126361452      -0.117739      -0.117739 
403          NO_ID   0.4856695475    3.337568194      0.0054949      0.0054949 
404          NO_ID   0.4856695475    4.655455585      0.0054949      0.0054949 
405          NO_ID   0.4856695475    4.802327599      0.0054949      0.0054949 
406          NO_ID    1.730981214     2.45843197     -0.0334844     -0.0334844 
407          NO_ID    2.182519528    2.641568175     -0.0666146     -0.0666146 
408          NO_ID   -1.979896231    4.353211354      -0.143226      -0.143226 
409          NO_ID   0.4856695475    2.553624019      0.0054949      0.0054949 
410          NO_ID   0.4856695475    2.781538476      0.0054949      0.0054949 
411          NO_ID   0.4856695475    4.140122459      0.0054949      0.0054949 
412          NO_ID   0.4856695475    4.746875398      0.0054949      0.0054949 
413          NO_ID    2.590296987    3.639426537       -0.10535       -0.10535 
414          NO_ID  -0.7091063516    4.126361452     -0.0288822     -0.0288822 
415          NO_ID   0.4856695475    3.031452549      0.0054949      0.0054949 
416          NO_ID   0.4856695475    3.123811265      0.0054949      0.0054949 
417          NO_ID   0.4856695475    3.528868412      0.0054949      0.0054949 
418          NO_ID   0.4856695475    4.353942598      0.0054949      0.0054949 
419          NO_ID   0.9469185848    2.045204531    -2.4718e-05    -2.4718e-05 
420          NO_ID    1.949231149    4.986955599     -0.0482252     -0.0482252 
421          NO_ID   -1.917908395    4.314387233      -0.135759      -0.135759 
422          NO_ID  -0.6815046117    2.102075521      -0.027294      -0.027294 
423          NO_ID  -0.4224638452    3.841772309     -0.0142195     -0.0142195 
424          NO_ID   0.1563204854    4.692102881     0.00303439     0.00303439 
425          NO_ID   0.4856695475    2.415100074      0.0054949      0.0054949 
426          NO_ID   0.4856695475    3.965233973      0.0054949      0.0054949 
427          NO_ID     2.28730543    3.699993774     -0.0757643     -0.0757643 
428          NO_ID   0.4856695475    4.395081429      0.0054949      0.0054949 
429          NO_ID   0.4856695475    4.741854315      0.0054949      0.0054949 
430          NO_ID   0.4856695475    4.782078943      0.0054949      0.0054949 
431          NO_ID   0.9071921194    2.781538476     0.00086275     0.00086275 
432          NO_ID    2.375593369    2.784758653     -0.0839045     -0.0839045 
433          NO_ID    2.922424064    2.605335761      -0.143166      -0.143166 
434          NO_ID  -0.7938527245     2.45843197     -0.0339961     -0.0339961 
435          NO_ID   0.4856695475    2.360312657      0.0054949      0.0054949 
436          NO_ID   0.4856695475    2.518503751      0.0054949      0.0054949 
437          NO_ID   0.4856695475    3.295907212      0.0054949      0.0054949 
438          NO_ID   0.4856695475    4.125800641      0.0054949      0.0054949 
439          NO_ID   0.6692410268    4.655455585     0.00455158     0.00455158 
440          NO_ID    1.864767905     3.79684592     -0.0422403     -0.0422403 
441          NO_ID     2.56272315    4.165777851      -0.102465      -0.102465 
442          NO_ID   -1.878806747    3.417496859       -0.13115       -0.13115 
443          NO_ID   -1.564786707    4.353942598     -0.0969475     -0.0969475 
444          NO_ID   0.4856695475    2.084788705      0.0054949      0.0054949 
445          NO_ID   0.4856695475    2.758443108      0.0054949      0.0054949 
446          NO_ID   0.4856695475    3.386918063      0.0054949      0.0054949 
447          NO_ID   0.4856695475    3.550406045      0.0054949      0.0054949 
448          NO_ID   0.4856695475    3.811567662      0.0054949      0.0054949 
449          NO_ID    2.404311562    2.918272218     -0.0866366     -0.0866366 
450          NO_ID   -1.836120983    3.386918063      -0.126206      -0.126206 
451          NO_ID  -0.5624599171     2.56104284     -0.0208734     -0.0208734 
452          NO_ID  -0.3661689672    4.140122459     -0.0118167     -0.0118167 
453          NO_ID   0.4856695475    2.619865998      0.0054949      0.0054949 
454          NO_ID   0.4856695475    3.210961005      0.0054949      0.0054949 
455          NO_ID   0.4856695475    3.252057623      0.0054949      0.0054949 
456          NO_ID   0.4856695475    4.488583224      0.0054949      0.0054949 
457          NO_ID   0.4856695475    4.965412835      0.0054949      0.0054949 
458          NO_ID    1.320663766    3.417496859     -0.0121816     -0.0121816 
459          NO_ID   0.4856695475    2.338337461      0.0054949      0.0054949 
460          NO_ID   0.4856695475    2.467241329      0.0054949      0.0054949 
461          NO_ID   0.4856695475    3.708952964      0.0054949      0.0054949 
462          NO_ID   0.4856695475    3.876770772      0.0054949      0.0054949 
463          NO_ID   0.4856695475    4.113396099      0.0054949      0.0054949 
464          NO_ID   0.4856695475    4.359991081      0.0054949      0.0054949 
465          NO_ID    1.334229017    4.809817773     -0.0127529     -0.0127529 
466          NO_ID    1.506364128    3.798226191     -0.0207898     -0.0207898 
467          NO_ID   -1.274014732    4.126361452     -0.0697149     -0.0697149 
468          NO_ID   0.4856695475    3.138314496      0.0054949      0.0054949 
469          NO_ID   0.4856695475    4.564849373      0.0054949      0.0054949 
470          NO_ID   0.4856695475    4.680319741      0.0054949      0.0054949 
471          NO_ID   0.4856695475    4.878035495      0.0054949      0.0054949 
472          NO_ID    1.825772313    4.286221641     -0.0395974     -0.0395974 
473          NO_ID    1.996941959    3.604932984     -0.0517655     -0.0517655 
474          NO_ID    2.101102468    3.863617621     -0.0598849     -0.0598849 
475          NO_ID   -1.785565534    2.518503751      -0.120472      -0.120472 
476          NO_ID   0.2314677561    2.332530206     0.00406538     0.00406538 
477          NO_ID   0.4856695475    2.113205082      0.0054949      0.0054949 
478          NO_ID   0.4856695475    2.475013999      0.0054949      0.0054949 
479          NO_ID   0.4856695475     2.47849823      0.0054949      0.0054949 
480          NO_ID   0.4856695475     4.88557635      0.0054949      0.0054949 
481          NO_ID    1.659855963    3.123811265     -0.0291936     -0.0291936 
482          NO_ID    2.363380524    3.298955098     -0.0827551     -0.0827551 
483          NO_ID    2.487782812    4.655455585     -0.0948195     -0.0948195 
484          NO_ID    2.570495065    3.337568194      -0.103275      -0.103275 
485          NO_ID  -0.5422269085    3.411821738     -0.0198519     -0.0198519 
486          NO_ID    0.324032114    2.947442223     0.00495346     0.00495346 
487          NO_ID   0.4856695475    2.631385322      0.0054949      0.0054949 
488          NO_ID   0.4856695475    2.835280456      0.0054949      0.0054949 
489          NO_ID   0.4856695475    3.586841636      0.0054949      0.0054949 
490          NO_ID   0.4856695475    4.622622057      0.0054949      0.0054949 
491          NO_ID   0.4856695475    4.892001586      0.0054949      0.0054949 
492          NO_ID   0.5595672673    3.417496859     0.00531429     0.00531429 
493          NO_ID    1.351532988    2.012878336      -0.013495      -0.013495 
494          NO_ID    2.149696014    4.782078943     -0.0638621     -0.0638621 
495          NO_ID   -1.912894438    4.782078943      -0.135164      -0.135164 
496          NO_ID   -1.762238397    2.332530206       -0.11787       -0.11787 
497          NO_ID   -1.426816562    2.102075521     -0.0834956     -0.0834956 
498          NO_ID   -1.090471367    4.113396099     -0.0547053     -0.0547053 
499          NO_ID  -0.6460457363    4.680319741     -0.0253083     -0.0253083 
500          NO_ID   0.4400849116    4.622622057     0.00547232     0.00547232 
