-0.00227929558711	5e-06	4.009122
0.0498836720595	0.002488	3.802954
0.0549432216468	0.003019	3.783246
0.0557464780546	0.003108	3.780122
0.0661006057943	0.004369	3.739967
0.0840269076098	0.007061	3.670953
0.181266921657	0.032858	3.30779
0.21167246169	0.044805	3.198115
0.273386179597	0.07474	2.981195
0.299743018253	0.089846	2.890874
0.344381961201	0.118599	2.741071
0.454242513727	0.206336	2.389366
0.509670726261	0.259764	2.221081
0.523565965948	0.274121	2.179857
0.581718213196	0.338396	2.011523
0.605514957852	0.366648	1.944589
0.633673440029	0.401542	1.866848
0.66709263747	0.445013	1.776642
0.745087867018	0.555156	1.574804
0.782905924499	0.612942	1.481318
0.786355245293	0.618355	1.472934
0.84389403036	0.712157	1.336581
0.854822402287	0.730721	1.311432
0.924640414736	0.85496	1.156398
0.976628293738	0.953803	1.04729
1.02900089278	1.058843	0.942839
1.0795538179	1.165436	0.847221
1.07982888402	1.16603	0.846715
1.0890803724	1.186096	0.829775
1.11201837245	1.236585	0.788511
1.1308143526	1.278741	0.755484
1.18463870659	1.403369	0.664814
1.19521473124	1.428538	0.647679
1.20093980394	1.442256	0.638497
1.2085399922	1.460569	0.626409
1.28324565072	1.646719	0.513737
1.34315916865	1.804077	0.43144
1.34982897497	1.822038	0.422722
1.36512030445	1.863553	0.403072
1.3786396251	1.900647	0.386089
1.39123349981	1.935531	0.370597
1.45807557342	2.125984	0.293682
1.46359815796	2.14212	0.287727
1.47328164031	2.170559	0.277432
1.47452038316	2.17421	0.276129
1.51036548964	2.281204	0.239742
1.51731393836	2.302242	0.232986
1.54490322412	2.386726	0.207113
1.6331406085	2.667148	0.134586
1.6352735514	2.67412	0.133025
1.65361310898	2.734436	0.119984
1.6811823713	2.826374	0.101645
1.69721442819	2.880537	0.091679
1.74583711277	3.047947	0.064599
1.81682246356	3.300844	0.033554
1.85822658793	3.453006	0.0201
2.01020161249	4.040911	0.000104
