%eval_id             x1             x2       cd       cl 
1	2	1		0.00442431	0.222051
2	4	1		0.0082072	0.416298
3	1	1		0.00349218	0.102528
4	3	1		0.00554092	0.325639
5	5	1		0.00849317	0.554259
6	6	1		0.00740278	0.648077
7	7	1		0.00782484	0.75035
8	8	1		0.00906187	0.84776
9	1	2		0.00348966	0.1048
10	2	2		0.00360688	0.223832
11	9	1		0.012067	0.933829
12	3	2		0.00460409	0.341493
13	4	2		0.00505174	0.449736
14	5	2		0.00592407	0.573058
15	7	2		0.00781883	0.793332
16	6	2		0.0075596	0.679182
17	8	2		0.0100954	0.904279
18	9	2		0.011467	1.00147
19	2	3		0.00354561	0.229615
20	1	3		0.00336103	0.121754
21	3	3		0.00469178	0.336575
22	4	3		0.00449204	0.478549
23	6	3		0.00578891	0.71919
24	5	3		0.00496579	0.602675
25	7	3		0.0067364	0.833125
26	8	3		0.00713546	0.953309
27	9	3		0.00842955	1.06356
28	1	4		0.00351302	0.124742
29	2	4		0.00366119	0.251755
30	3	4		0.00408323	0.379289
31	4	4		0.00427659	0.521642
32	5	4		0.00496591	0.64649
33	6	4		0.00538126	0.770194
34	7	4		0.00576454	0.891483
35	8	4		0.00648857	1.01344
36	1	5		0.00350584	0.142215
37	9	4		0.00749333	1.13105
38	2	5		0.00466241	0.260947
39	3	5		0.0038724	0.416252
40	4	5		0.00427608	0.560184
41	6	5		0.00543931	0.830732
42	5	5		0.00460358	0.705708
43	8	5		0.00631754	1.09628
44	9	5		0.00686477	1.24276
45	7	5		0.0061938	0.951895
46	1	6		0.00387391	0.152756
47	2	6		0.0038129	0.30969
48	4	6		0.00447987	0.630967
49	3	6		0.00406447	0.469352
50	5	6		0.0050793	0.765791
51	6	6		0.00568795	0.926918
52	7	6		0.005977	1.06881
53	8	6		0.00680425	1.2217
54	9	6		0.00787009	1.33739
